ID,Country,Province,Lat,Long,Confirmed,Recovered,Deaths,Date
91605,France,,14.6415,-56.3159,2.0,,,2020-01-24
95625,France,,14.6415,-56.3159,3.0,,,2020-01-25
99650,France,,14.6415,-56.3159,3.0,,,2020-01-26
103676,France,,14.6415,-56.3159,3.0,,,2020-01-27
107706,France,,14.6415,-56.3159,4.0,,,2020-01-28
107715,Germany,Bavaria,51.4332,9.9937,4.0,,,2020-01-28
111737,France,,14.6415,-56.3159,5.0,,,2020-01-29
111746,Germany,Bavaria,51.4332,9.9937,4.0,,,2020-01-29
111747,Finland,,61.92411,25.748151,1.0,,,2020-01-29
115771,France,,14.6415,-56.3159,5.0,,,2020-01-30
115781,Germany,Bavaria,51.4332,9.9937,4.0,,,2020-01-30
115782,Finland,,61.92411,25.748151,1.0,,,2020-01-30
119804,France,,14.6415,-56.3159,5.0,,,2020-01-31
119805,Germany,Bavaria,51.4332,9.9937,5.0,,,2020-01-31
119814,Italy,,43.61675973,12.38824698,2.0,,,2020-01-31
119815,United Kingdom,,55.0,-3.0,2.0,,,2020-01-31
119823,Finland,,61.92411,25.748151,1.0,,,2020-01-31
119826,Sweden,,59.535,15.5198,1.0,,,2020-01-31
123843,Germany,,51.4332,9.9937,8.0,0.0,0.0,2020-02-01
123845,France,,14.6415,-56.3159,6.0,0.0,0.0,2020-02-01
123852,Italy,,43.61675973,12.38824698,2.0,0.0,0.0,2020-02-01
123854,United Kingdom,,55.0,-3.0,2.0,0.0,0.0,2020-02-01
123859,Finland,,61.92411,25.748151,1.0,0.0,0.0,2020-02-01
123864,Spain,,40.4168,-3.0977,1.0,0.0,0.0,2020-02-01
123866,Sweden,,59.535,15.5198,1.0,0.0,0.0,2020-02-01
127887,Germany,,51.4332,9.9937,10.0,0.0,0.0,2020-02-02
127891,France,,14.6415,-56.3159,6.0,0.0,0.0,2020-02-02
127900,Italy,,43.61675973,12.38824698,2.0,0.0,0.0,2020-02-02
127903,United Kingdom,,55.0,-3.0,2.0,0.0,0.0,2020-02-02
127907,Finland,,61.92411,25.748151,1.0,0.0,0.0,2020-02-02
127910,Spain,,40.4168,-3.0977,1.0,0.0,0.0,2020-02-02
127912,Sweden,,59.535,15.5198,1.0,0.0,0.0,2020-02-02
131933,Germany,,51.4332,9.9937,12.0,0.0,0.0,2020-02-03
131938,France,,14.6415,-56.3159,6.0,0.0,0.0,2020-02-03
131946,Italy,,43.61675973,12.38824698,2.0,0.0,0.0,2020-02-03
131949,United Kingdom,,55.0,-3.0,2.0,0.0,0.0,2020-02-03
131955,Finland,,61.92411,25.748151,1.0,0.0,0.0,2020-02-03
131958,Spain,,40.4168,-3.0977,1.0,0.0,0.0,2020-02-03
131960,Sweden,,59.535,15.5198,1.0,0.0,0.0,2020-02-03
135980,Germany,,51.4332,9.9937,12.0,0.0,0.0,2020-02-04
135985,France,,14.6415,-56.3159,6.0,0.0,0.0,2020-02-04
135993,Italy,,43.61675973,12.38824698,2.0,0.0,0.0,2020-02-04
135996,United Kingdom,,55.0,-3.0,2.0,0.0,0.0,2020-02-04
136000,Belgium,,50.8333,4.469936,1.0,0.0,0.0,2020-02-04
136004,Finland,,61.92411,25.748151,1.0,0.0,0.0,2020-02-04
136007,Spain,,40.4168,-3.0977,1.0,0.0,0.0,2020-02-04
136009,Sweden,,59.535,15.5198,1.0,0.0,0.0,2020-02-04
140029,Germany,,51.4332,9.9937,12.0,0.0,0.0,2020-02-05
140034,France,,14.6415,-56.3159,6.0,0.0,0.0,2020-02-05
140043,Italy,,43.61675973,12.38824698,2.0,0.0,0.0,2020-02-05
140046,United Kingdom,,55.0,-3.0,2.0,0.0,0.0,2020-02-05
140050,Belgium,,50.8333,4.469936,1.0,0.0,0.0,2020-02-05
140053,Finland,,61.92411,25.748151,1.0,0.0,0.0,2020-02-05
140056,Spain,,40.4168,-3.0977,1.0,0.0,0.0,2020-02-05
140058,Sweden,,59.535,15.5198,1.0,0.0,0.0,2020-02-05
144080,Germany,,51.4332,9.9937,12.0,0.0,0.0,2020-02-06
144084,France,,14.6415,-56.3159,6.0,0.0,0.0,2020-02-06
144093,Italy,,43.61675973,12.38824698,2.0,0.0,0.0,2020-02-06
144096,United Kingdom,,55.0,-3.0,2.0,0.0,0.0,2020-02-06
144100,Belgium,,50.8333,4.469936,1.0,0.0,0.0,2020-02-06
144103,Finland,,61.92411,25.748151,1.0,0.0,0.0,2020-02-06
144106,Spain,,40.4168,-3.0977,1.0,0.0,0.0,2020-02-06
144108,Sweden,,59.535,15.5198,1.0,0.0,0.0,2020-02-06
148120,Others,Cruise Ship,35.4437,139.638,61.0,0.0,0.0,2020-02-07
148131,Germany,,51.4332,9.9937,13.0,0.0,0.0,2020-02-07
148135,France,,14.6415,-56.3159,6.0,0.0,0.0,2020-02-07
148142,Italy,,43.61675973,12.38824698,3.0,0.0,0.0,2020-02-07
148144,United Kingdom,,55.0,-3.0,3.0,0.0,0.0,2020-02-07
148151,Belgium,,50.8333,4.469936,1.0,0.0,0.0,2020-02-07
148154,Finland,,61.92411,25.748151,1.0,0.0,0.0,2020-02-07
148157,Spain,,40.4168,-3.0977,1.0,0.0,0.0,2020-02-07
148159,Sweden,,59.535,15.5198,1.0,0.0,0.0,2020-02-07
152171,Others,Cruise Ship,35.4437,139.638,61.0,0.0,0.0,2020-02-08
152183,Germany,,51.4332,9.9937,13.0,0.0,0.0,2020-02-08
152185,France,,14.6415,-56.3159,11.0,0.0,0.0,2020-02-08
152193,Italy,,43.61675973,12.38824698,3.0,0.0,0.0,2020-02-08
152195,United Kingdom,,55.0,-3.0,3.0,0.0,0.0,2020-02-08
152202,Belgium,,50.8333,4.469936,1.0,0.0,0.0,2020-02-08
152205,Finland,,61.92411,25.748151,1.0,0.0,0.0,2020-02-08
152208,Spain,,40.4168,-3.0977,1.0,0.0,0.0,2020-02-08
152210,Sweden,,59.535,15.5198,1.0,0.0,0.0,2020-02-08
156234,Germany,,51.4332,9.9937,14.0,0.0,0.0,2020-02-09
156236,France,,14.6415,-56.3159,11.0,0.0,0.0,2020-02-09
156244,Italy,,43.61675973,12.38824698,3.0,0.0,0.0,2020-02-09
156246,United Kingdom,,55.0,-3.0,3.0,0.0,0.0,2020-02-09
156250,Spain,,40.4168,-3.0977,2.0,0.0,0.0,2020-02-09
156254,Belgium,,50.8333,4.469936,1.0,0.0,0.0,2020-02-09
156257,Finland,,61.92411,25.748151,1.0,0.0,0.0,2020-02-09
156261,Sweden,,59.535,15.5198,1.0,0.0,0.0,2020-02-09
160285,Germany,,51.4332,9.9937,14.0,0.0,0.0,2020-02-10
160287,France,,14.6415,-56.3159,11.0,0.0,0.0,2020-02-10
160289,United Kingdom,,55.0,-3.0,8.0,0.0,0.0,2020-02-10
160296,Italy,,43.61675973,12.38824698,3.0,0.0,0.0,2020-02-10
160301,Spain,,40.4168,-3.0977,2.0,0.0,0.0,2020-02-10
160305,Belgium,,50.8333,4.469936,1.0,0.0,0.0,2020-02-10
160308,Finland,,61.92411,25.748151,1.0,0.0,0.0,2020-02-10
160312,Sweden,,59.535,15.5198,1.0,0.0,0.0,2020-02-10
164336,Germany,,51.4332,9.9937,16.0,0.0,0.0,2020-02-11
164338,France,,14.6415,-56.3159,11.0,0.0,0.0,2020-02-11
164340,United Kingdom,,55.0,-3.0,8.0,0.0,0.0,2020-02-11
164347,Italy,,43.61675973,12.38824698,3.0,0.0,0.0,2020-02-11
164352,Spain,,40.4168,-3.0977,2.0,0.0,0.0,2020-02-11
164356,Belgium,,50.8333,4.469936,1.0,0.0,0.0,2020-02-11
164359,Finland,,61.92411,25.748151,1.0,0.0,0.0,2020-02-11
164363,Sweden,,59.535,15.5198,1.0,0.0,0.0,2020-02-11
168388,Germany,,51.4332,9.9937,16.0,0.0,0.0,2020-02-12
168390,France,,14.6415,-56.3159,11.0,2.0,0.0,2020-02-12
168392,United Kingdom,,55.0,-3.0,9.0,1.0,0.0,2020-02-12
168399,Italy,,43.61675973,12.38824698,3.0,0.0,0.0,2020-02-12
168404,Spain,,40.4168,-3.0977,2.0,0.0,0.0,2020-02-12
168408,Belgium,,50.8333,4.469936,1.0,0.0,0.0,2020-02-12
168411,Finland,,61.92411,25.748151,1.0,1.0,0.0,2020-02-12
168415,Sweden,,59.535,15.5198,1.0,0.0,0.0,2020-02-12
172440,Germany,,51.4332,9.9937,16.0,1.0,0.0,2020-02-13
172442,France,,14.6415,-56.3159,11.0,2.0,0.0,2020-02-13
172444,United Kingdom,,55.0,-3.0,9.0,1.0,0.0,2020-02-13
172451,Italy,,43.61675973,12.38824698,3.0,0.0,0.0,2020-02-13
172456,Spain,,40.4168,-3.0977,2.0,0.0,0.0,2020-02-13
172461,Belgium,,50.8333,4.469936,1.0,0.0,0.0,2020-02-13
172464,Finland,,61.92411,25.748151,1.0,1.0,0.0,2020-02-13
172468,Sweden,,59.535,15.5198,1.0,0.0,0.0,2020-02-13
172514,Germany,,51.4332,9.9937,16.0,1.0,0.0,2020-02-14
172516,France,,14.6415,-56.3159,11.0,2.0,0.0,2020-02-14
172518,United Kingdom,,55.0,-3.0,9.0,1.0,0.0,2020-02-14
172525,Italy,,43.61675973,12.38824698,3.0,0.0,0.0,2020-02-14
172530,Spain,,40.4168,-3.0977,2.0,0.0,0.0,2020-02-14
172535,Belgium,,50.8333,4.469936,1.0,0.0,0.0,2020-02-14
172539,Finland,,61.92411,25.748151,1.0,1.0,0.0,2020-02-14
172543,Sweden,,59.535,15.5198,1.0,0.0,0.0,2020-02-14
172589,Germany,,51.4332,9.9937,16.0,1.0,0.0,2020-02-15
172591,France,,14.6415,-56.3159,12.0,4.0,1.0,2020-02-15
172593,United Kingdom,,55.0,-3.0,9.0,1.0,0.0,2020-02-15
172600,Italy,,43.61675973,12.38824698,3.0,0.0,0.0,2020-02-15
172605,Spain,,40.4168,-3.0977,2.0,2.0,0.0,2020-02-15
172610,Belgium,,50.8333,4.469936,1.0,0.0,0.0,2020-02-15
172614,Finland,,61.92411,25.748151,1.0,1.0,0.0,2020-02-15
172618,Sweden,,59.535,15.5198,1.0,0.0,0.0,2020-02-15
172664,Germany,,51.4332,9.9937,16.0,1.0,0.0,2020-02-16
172666,France,,14.6415,-56.3159,12.0,4.0,1.0,2020-02-16
172668,United Kingdom,,55.0,-3.0,9.0,8.0,0.0,2020-02-16
172675,Italy,,43.61675973,12.38824698,3.0,0.0,0.0,2020-02-16
172680,Spain,,40.4168,-3.0977,2.0,2.0,0.0,2020-02-16
172685,Belgium,,50.8333,4.469936,1.0,0.0,0.0,2020-02-16
172689,Finland,,61.92411,25.748151,1.0,1.0,0.0,2020-02-16
172693,Sweden,,59.535,15.5198,1.0,0.0,0.0,2020-02-16
172739,Germany,,51.4332,9.9937,16.0,1.0,0.0,2020-02-17
172741,France,,14.6415,-56.3159,12.0,4.0,1.0,2020-02-17
172743,United Kingdom,,55.0,-3.0,9.0,8.0,0.0,2020-02-17
172750,Italy,,43.61675973,12.38824698,3.0,0.0,0.0,2020-02-17
172755,Spain,,40.4168,-3.0977,2.0,2.0,0.0,2020-02-17
172760,Belgium,,50.8333,4.469936,1.0,1.0,0.0,2020-02-17
172764,Finland,,61.92411,25.748151,1.0,1.0,0.0,2020-02-17
172768,Sweden,,59.535,15.5198,1.0,0.0,0.0,2020-02-17
172814,Germany,,51.4332,9.9937,16.0,12.0,0.0,2020-02-18
172816,France,,14.6415,-56.3159,12.0,4.0,1.0,2020-02-18
172818,United Kingdom,,55.0,-3.0,9.0,8.0,0.0,2020-02-18
172825,Italy,,43.61675973,12.38824698,3.0,0.0,0.0,2020-02-18
172830,Spain,,40.4168,-3.0977,2.0,2.0,0.0,2020-02-18
172835,Belgium,,50.8333,4.469936,1.0,1.0,0.0,2020-02-18
172839,Finland,,61.92411,25.748151,1.0,1.0,0.0,2020-02-18
172843,Sweden,,59.535,15.5198,1.0,0.0,0.0,2020-02-18
172889,Germany,,51.4332,9.9937,16.0,12.0,0.0,2020-02-19
172891,France,,14.6415,-56.3159,12.0,4.0,1.0,2020-02-19
172893,United Kingdom,,55.0,-3.0,9.0,8.0,0.0,2020-02-19
172900,Italy,,43.61675973,12.38824698,3.0,0.0,0.0,2020-02-19
172906,Spain,,40.4168,-3.0977,2.0,2.0,0.0,2020-02-19
172911,Belgium,,50.8333,4.469936,1.0,1.0,0.0,2020-02-19
172915,Finland,,61.92411,25.748151,1.0,1.0,0.0,2020-02-19
172919,Sweden,,59.535,15.5198,1.0,0.0,0.0,2020-02-19
172965,Germany,,51.4332,9.9937,16.0,12.0,0.0,2020-02-20
172967,France,,14.6415,-56.3159,12.0,4.0,1.0,2020-02-20
172969,United Kingdom,,55.0,-3.0,9.0,8.0,0.0,2020-02-20
172977,Italy,,43.61675973,12.38824698,3.0,0.0,0.0,2020-02-20
172982,Spain,,40.4168,-3.0977,2.0,2.0,0.0,2020-02-20
172987,Belgium,,50.8333,4.469936,1.0,1.0,0.0,2020-02-20
172991,Finland,,61.92411,25.748151,1.0,1.0,0.0,2020-02-20
172995,Sweden,,59.535,15.5198,1.0,0.0,0.0,2020-02-20
173040,Italy,,43.61675973,12.38824698,20.0,0.0,1.0,2020-02-21
173043,Germany,,51.4332,9.9937,16.0,14.0,0.0,2020-02-21
173045,France,,14.6415,-56.3159,12.0,4.0,1.0,2020-02-21
173048,United Kingdom,,55.0,-3.0,9.0,8.0,0.0,2020-02-21
173061,Spain,,40.4168,-3.0977,2.0,2.0,0.0,2020-02-21
173067,Belgium,,50.8333,4.469936,1.0,1.0,0.0,2020-02-21
173071,Finland,,61.92411,25.748151,1.0,1.0,0.0,2020-02-21
173077,Sweden,,59.535,15.5198,1.0,0.0,0.0,2020-02-21
173121,Italy,,43.61675973,12.38824698,62.0,1.0,2.0,2020-02-22
173127,Germany,,51.4332,9.9937,16.0,14.0,0.0,2020-02-22
173130,France,,14.6415,-56.3159,12.0,4.0,1.0,2020-02-22
173133,United Kingdom,,55.0,-3.0,9.0,8.0,0.0,2020-02-22
173145,Spain,,40.4168,-3.0977,2.0,2.0,0.0,2020-02-22
173151,Belgium,,50.8333,4.469936,1.0,1.0,0.0,2020-02-22
173155,Finland,,61.92411,25.748151,1.0,1.0,0.0,2020-02-22
173161,Sweden,,59.535,15.5198,1.0,0.0,0.0,2020-02-22
173193,Italy,,43.61675973,12.38824698,155.0,2.0,3.0,2020-02-23
173211,Germany,,51.4332,9.9937,16.0,14.0,0.0,2020-02-23
173214,France,,14.6415,-56.3159,12.0,4.0,1.0,2020-02-23
173217,United Kingdom,,55.0,-3.0,9.0,8.0,0.0,2020-02-23
173229,Spain,,40.4168,-3.0977,2.0,2.0,0.0,2020-02-23
173235,Belgium,,50.8333,4.469936,1.0,1.0,0.0,2020-02-23
173239,Finland,,61.92411,25.748151,1.0,1.0,0.0,2020-02-23
173245,Sweden,,59.535,15.5198,1.0,0.0,0.0,2020-02-23
173276,Italy,,43.61675973,12.38824698,229.0,1.0,7.0,2020-02-24
173297,Germany,,51.4332,9.9937,16.0,14.0,0.0,2020-02-24
173299,United Kingdom,,55.0,-3.0,13.0,8.0,0.0,2020-02-24
173301,France,,14.6415,-56.3159,12.0,4.0,1.0,2020-02-24
173314,Spain,,40.4168,-3.0977,2.0,2.0,0.0,2020-02-24
173321,Belgium,,50.8333,4.469936,1.0,1.0,0.0,2020-02-24
173325,Finland,,61.92411,25.748151,1.0,1.0,0.0,2020-02-24
173333,Sweden,,59.535,15.5198,1.0,0.0,0.0,2020-02-24
173362,Italy,,43.61675973,12.38824698,322.0,1.0,10.0,2020-02-25
173388,Germany,,51.4332,9.9937,17.0,14.0,0.0,2020-02-25
173390,France,,14.6415,-56.3159,14.0,11.0,1.0,2020-02-25
173391,United Kingdom,,55.0,-3.0,13.0,8.0,0.0,2020-02-25
173397,Spain,,40.4168,-3.0977,6.0,2.0,0.0,2020-02-25
173414,Belgium,,50.8333,4.469936,1.0,1.0,0.0,2020-02-25
173417,Croatia,,45.1,15.2,1.0,0.0,0.0,2020-02-25
173419,Finland,,61.92411,25.748151,1.0,1.0,0.0,2020-02-25
173426,Sweden,,59.535,15.5198,1.0,0.0,0.0,2020-02-25
173427,Switzerland,,46.8182,8.2275,1.0,0.0,0.0,2020-02-25
173454,Italy,,43.61675973,12.38824698,453.0,3.0,12.0,2020-02-26
173480,Germany,,51.4332,9.9937,27.0,15.0,0.0,2020-02-26
173483,France,,14.6415,-56.3159,18.0,11.0,2.0,2020-02-26
173486,Spain,,40.4168,-3.0977,13.0,2.0,0.0,2020-02-26
173487,United Kingdom,,55.0,-3.0,13.0,8.0,0.0,2020-02-26
173498,Croatia,,45.1,15.2,3.0,0.0,0.0,2020-02-26
173503,Finland,,61.92411,25.748151,2.0,1.0,0.0,2020-02-26
173508,Sweden,,59.535,15.5198,2.0,0.0,0.0,2020-02-26
173515,Belgium,,50.8333,4.469936,1.0,1.0,0.0,2020-02-26
173520,Georgia,,42.3154,43.3569,1.0,0.0,0.0,2020-02-26
173521,Greece,,39.0742,21.8243,1.0,0.0,0.0,2020-02-26
173524,North Macedonia,,41.6086,21.7453,1.0,0.0,0.0,2020-02-26
173525,Norway,,60.472,8.4689,1.0,0.0,0.0,2020-02-26
173526,Romania,,45.9432,24.9668,1.0,0.0,0.0,2020-02-26
173528,Switzerland,,46.8182,8.2275,1.0,0.0,0.0,2020-02-26
173551,Italy,,43.61675973,12.38824698,655.0,45.0,17.0,2020-02-27
173577,Germany,,51.4332,9.9937,46.0,16.0,0.0,2020-02-27
173581,France,,14.6415,-56.3159,38.0,11.0,2.0,2020-02-27
173587,Spain,,40.4168,-3.0977,15.0,2.0,0.0,2020-02-27
173588,United Kingdom,,55.0,-3.0,15.0,8.0,0.0,2020-02-27
173592,Switzerland,,46.8182,8.2275,8.0,0.0,0.0,2020-02-27
173595,Sweden,,59.535,15.5198,7.0,0.0,0.0,2020-02-27
173602,Croatia,,45.1,15.2,3.0,0.0,0.0,2020-02-27
173603,Greece,,39.0742,21.8243,3.0,0.0,0.0,2020-02-27
173608,Finland,,61.92411,25.748151,2.0,1.0,0.0,2020-02-27
173619,Belgium,,50.8333,4.469936,1.0,1.0,0.0,2020-02-27
173623,Denmark,,61.8926,-6.9118,1.0,0.0,0.0,2020-02-27
173625,Estonia,,58.5953,25.0136,1.0,0.0,0.0,2020-02-27
173626,Georgia,,42.3154,43.3569,1.0,0.0,0.0,2020-02-27
173629,Netherlands,,51.937835,5.163824,1.0,0.0,0.0,2020-02-27
173630,North Macedonia,,41.6086,21.7453,1.0,0.0,0.0,2020-02-27
173631,Norway,,60.472,8.4689,1.0,0.0,0.0,2020-02-27
173632,Romania,,45.9432,24.9668,1.0,0.0,0.0,2020-02-27
173633,San Marino,,43.9424,12.4578,1.0,0.0,0.0,2020-02-27
173654,Italy,,43.61675973,12.38824698,888.0,46.0,21.0,2020-02-28
173682,France,,14.6415,-56.3159,57.0,11.0,2.0,2020-02-28
173683,Germany,,51.4332,9.9937,48.0,16.0,0.0,2020-02-28
173689,Spain,,40.4168,-3.0977,32.0,2.0,0.0,2020-02-28
173691,United Kingdom,,55.0,-3.0,20.0,8.0,0.0,2020-02-28
173697,Switzerland,,46.8182,8.2275,8.0,0.0,0.0,2020-02-28
173700,Sweden,,59.535,15.5198,7.0,0.0,0.0,2020-02-28
173701,Norway,,60.472,8.4689,6.0,0.0,0.0,2020-02-28
173704,Croatia,,45.1,15.2,5.0,0.0,0.0,2020-02-28
173707,Greece,,39.0742,21.8243,4.0,0.0,0.0,2020-02-28
173713,Romania,,45.9432,24.9668,3.0,0.0,0.0,2020-02-28
173715,Finland,,61.92411,25.748151,2.0,1.0,0.0,2020-02-28
173724,Azerbaijan,,,,1.0,0.0,0.0,2020-02-28
173728,Belgium,,50.8333,4.469936,1.0,1.0,0.0,2020-02-28
173733,Denmark,,61.8926,-6.9118,1.0,0.0,0.0,2020-02-28
173735,Estonia,,58.5953,25.0136,1.0,0.0,0.0,2020-02-28
173736,Georgia,,42.3154,43.3569,1.0,0.0,0.0,2020-02-28
173737,Iceland,,64.9631,-19.0208,1.0,0.0,0.0,2020-02-28
173738,Lithuania,,55.1694,23.8813,0.0,0.0,0.0,2020-02-28
173742,Netherlands,,51.937835,5.163824,1.0,0.0,0.0,2020-02-28
173745,North Ireland,,54.7877,6.4923,1.0,0.0,0.0,2020-02-28
173746,North Macedonia,,41.6086,21.7453,1.0,0.0,0.0,2020-02-28
173747,San Marino,,43.9424,12.4578,1.0,0.0,0.0,2020-02-28
173765,Italy,,43.61675973,12.38824698,1128.0,46.0,29.0,2020-02-29
173790,France,,14.6415,-56.3159,100.0,12.0,2.0,2020-02-29
173794,Germany,,51.4332,9.9937,79.0,16.0,0.0,2020-02-29
173799,Spain,,40.4168,-3.0977,45.0,2.0,0.0,2020-02-29
173805,United Kingdom,,55.0,-3.0,23.0,8.0,0.0,2020-02-29
173808,Switzerland,,46.8182,8.2275,18.0,0.0,0.0,2020-02-29
173810,Norway,,60.472,8.4689,15.0,0.0,0.0,2020-02-29
173812,Sweden,,59.535,15.5198,12.0,0.0,0.0,2020-02-29
173820,Croatia,,45.1,15.2,6.0,0.0,0.0,2020-02-29
173821,Netherlands,,51.937835,5.163824,6.0,0.0,0.0,2020-02-29
173825,Greece,,39.0742,21.8243,4.0,0.0,0.0,2020-02-29
173830,Denmark,,61.8926,-6.9118,3.0,0.0,0.0,2020-02-29
173831,Finland,,61.92411,25.748151,3.0,1.0,0.0,2020-02-29
173834,Romania,,45.9432,24.9668,3.0,0.0,0.0,2020-02-29
173846,Belgium,,50.8333,4.469936,1.0,1.0,0.0,2020-02-29
173851,Estonia,,58.5953,25.0136,1.0,0.0,0.0,2020-02-29
173852,Georgia,,42.3154,43.3569,1.0,0.0,0.0,2020-02-29
173853,Iceland,,64.9631,-19.0208,1.0,0.0,0.0,2020-02-29
173854,Ireland,,53.1424,-7.6921,1.0,0.0,0.0,2020-02-29
173855,Lithuania,,55.1694,23.8813,1.0,0.0,0.0,2020-02-29
173856,Luxembourg,,49.8153,6.1296,1.0,0.0,0.0,2020-02-29
173858,Monaco,,43.7333,7.4167,1.0,0.0,0.0,2020-02-29
173862,North Macedonia,,41.6086,21.7453,1.0,0.0,0.0,2020-02-29
173864,San Marino,,43.9424,12.4578,1.0,0.0,0.0,2020-02-29
173881,Italy,,43.0,12.0,1694.0,83.0,34.0,2020-03-01
173907,France,,47.0,2.0,130.0,12.0,2.0,2020-03-01
173908,Germany,,51.0,9.0,130.0,16.0,0.0,2020-03-01
173914,Spain,,40.0,-4.0,84.0,2.0,0.0,2020-03-01
173923,United Kingdom,,55.0,-3.0,36.0,8.0,0.0,2020-03-01
173925,Switzerland,,46.8182,8.2275,27.0,0.0,0.0,2020-03-01
173928,Norway,,60.472,8.4689,19.0,0.0,0.0,2020-03-01
173933,Sweden,,63.0,16.0,14.0,0.0,0.0,2020-03-01
173937,Netherlands,,52.1326,5.2913,10.0,0.0,0.0,2020-03-01
173942,Croatia,,45.1,15.2,7.0,0.0,0.0,2020-03-01
173943,Greece,,39.0742,21.8243,7.0,0.0,0.0,2020-03-01
173946,Finland,,64.0,26.0,6.0,1.0,0.0,2020-03-01
173949,Denmark,,56.2639,9.5018,4.0,0.0,0.0,2020-03-01
173952,Azerbaijan,,40.1431,47.5769,3.0,0.0,0.0,2020-03-01
173953,Czech Republic,,49.8175,15.473,3.0,0.0,0.0,2020-03-01
173954,Georgia,,42.3154,43.3569,3.0,0.0,0.0,2020-03-01
173955,Iceland,,64.9631,-19.0208,3.0,0.0,0.0,2020-03-01
173959,Romania,,45.9432,24.9668,3.0,0.0,0.0,2020-03-01
173963,Belgium,,50.8333,4.0,2.0,1.0,0.0,2020-03-01
173973,Armenia,,40.0691,45.0382,1.0,0.0,0.0,2020-03-01
173979,Estonia,,58.5953,25.0136,1.0,0.0,0.0,2020-03-01
173980,Ireland,,53.1424,-7.6921,1.0,0.0,0.0,2020-03-01
173981,Lithuania,,55.1694,23.8813,1.0,0.0,0.0,2020-03-01
173982,Luxembourg,,49.8153,6.1296,1.0,0.0,0.0,2020-03-01
173984,Monaco,,43.7333,7.4167,1.0,0.0,0.0,2020-03-01
173988,North Macedonia,,41.6086,21.7453,1.0,0.0,0.0,2020-03-01
173989,San Marino,,43.9424,12.4578,1.0,0.0,0.0,2020-03-01
174006,Italy,,43.0,12.0,2036.0,149.0,52.0,2020-03-02
174027,France,,47.0,2.0,191.0,12.0,3.0,2020-03-02
174030,Germany,,51.0,9.0,159.0,16.0,0.0,2020-03-02
174035,Spain,,40.0,-4.0,120.0,2.0,0.0,2020-03-02
174047,Switzerland,,46.8182,8.2275,42.0,0.0,0.0,2020-03-02
174049,United Kingdom,,55.0,-3.0,40.0,8.0,0.0,2020-03-02
174052,Norway,,60.472,8.4689,25.0,0.0,0.0,2020-03-02
174056,Netherlands,,52.1326,5.2913,18.0,0.0,0.0,2020-03-02
174059,Sweden,,63.0,16.0,15.0,0.0,0.0,2020-03-02
174067,Belgium,,50.8333,4.0,8.0,1.0,0.0,2020-03-02
174069,San Marino,,43.9424,12.4578,8.0,0.0,0.0,2020-03-02
174070,Croatia,,45.1,15.2,7.0,0.0,0.0,2020-03-02
174071,Greece,,39.0742,21.8243,7.0,0.0,0.0,2020-03-02
174074,Finland,,64.0,26.0,6.0,1.0,0.0,2020-03-02
174075,Iceland,,64.9631,-19.0208,6.0,0.0,0.0,2020-03-02
174079,Denmark,,56.2639,9.5018,4.0,0.0,0.0,2020-03-02
174085,Azerbaijan,,40.1431,47.5769,3.0,0.0,0.0,2020-03-02
174086,Czech Republic,,49.8175,15.473,3.0,0.0,0.0,2020-03-02
174087,Georgia,,42.3154,43.3569,3.0,0.0,0.0,2020-03-02
174090,Romania,,45.9432,24.9668,3.0,0.0,0.0,2020-03-02
174096,Portugal,,39.3999,-8.2245,2.0,0.0,0.0,2020-03-02
174103,Andorra,,42.5063,1.5218,1.0,0.0,0.0,2020-03-02
174104,Armenia,,40.0691,45.0382,1.0,0.0,0.0,2020-03-02
174111,Estonia,,58.5953,25.0136,1.0,0.0,0.0,2020-03-02
174112,Ireland,,53.1424,-7.6921,1.0,0.0,0.0,2020-03-02
174113,Latvia,,56.8796,24.6032,1.0,0.0,0.0,2020-03-02
174114,Lithuania,,55.1694,23.8813,1.0,0.0,0.0,2020-03-02
174115,Luxembourg,,49.8153,6.1296,1.0,0.0,0.0,2020-03-02
174117,Monaco,,43.7333,7.4167,1.0,0.0,0.0,2020-03-02
174122,North Macedonia,,41.6086,21.7453,1.0,0.0,0.0,2020-03-02
174147,Italy,,43.0,12.0,2502.0,160.0,79.0,2020-03-03
174168,France,,47.0,2.0,212.0,12.0,4.0,2020-03-03
174169,Germany,,51.0,9.0,196.0,16.0,0.0,2020-03-03
174172,Spain,,40.0,-4.0,165.0,2.0,1.0,2020-03-03
174185,Switzerland,,46.8182,8.2275,56.0,2.0,0.0,2020-03-03
174186,United Kingdom,,55.0,-3.0,51.0,8.0,0.0,2020-03-03
174193,Norway,,60.472,8.4689,32.0,0.0,0.0,2020-03-03
174195,Netherlands,,52.1326,5.2913,24.0,0.0,0.0,2020-03-03
174197,Sweden,,63.0,16.0,21.0,0.0,0.0,2020-03-03
174203,Belgium,,50.8333,4.0,13.0,1.0,0.0,2020-03-03
174208,Iceland,,64.9631,-19.0208,11.0,0.0,0.0,2020-03-03
174211,San Marino,,43.9424,12.4578,10.0,0.0,1.0,2020-03-03
174214,Croatia,,45.1667,15.5,9.0,0.0,0.0,2020-03-03
174216,Greece,,39.0742,21.8243,7.0,0.0,0.0,2020-03-03
174218,Denmark,,56.2639,9.5018,6.0,0.0,0.0,2020-03-03
174219,Finland,,64.0,26.0,6.0,1.0,0.0,2020-03-03
